date,symbol,open,high,low,close,adj_close,volume,data_source
2024-01-22,^GSPC,4853.419922,4868.410156,4844.049805,4850.430176,4850.430176,4297610000,Yahoo Finance via yfinance
2024-01-23,^GSPC,4856.799805,4866.479980,4844.370117,4864.600098,4864.600098,3912800000,Yahoo Finance via yfinance
2024-01-24,^GSPC,4888.560059,4903.680176,4865.939941,4868.549805,4868.549805,4330030000,Yahoo Finance via yfinance
2024-01-25,^GSPC,4886.660156,4898.149902,4869.339844,4894.160156,4894.160156,4020430000,Yahoo Finance via yfinance
2024-01-26,^GSPC,4888.910156,4906.689941,4881.470215,4890.970215,4890.970215,3353400000,Yahoo Finance via yfinance
2024-01-29,^GSPC,4892.950195,4929.310059,4887.399902,4927.930176,4927.930176,3525160000,Yahoo Finance via yfinance
2024-01-30,^GSPC,4925.890137,4931.089844,4916.270020,4924.970215,4924.970215,3836130000,Yahoo Finance via yfinance
2024-01-31,^GSPC,4899.189941,4906.750000,4845.149902,4845.649902,4845.649902,4696120000,Yahoo Finance via yfinance
2024-02-01,^GSPC,4861.109863,4906.970215,4853.520020,4906.189941,4906.189941,4386090000,Yahoo Finance via yfinance
2024-02-02,^GSPC,4916.060059,4975.290039,4907.990234,4958.609863,4958.609863,3974350000,Yahoo Finance via yfinance
2024-02-05,^GSPC,4957.189941,4957.189941,4918.089844,4942.810059,4942.810059,4023640000,Yahoo Finance via yfinance
2024-02-06,^GSPC,4950.160156,4957.770020,4934.879883,4954.229980,4954.229980,4440880000,Yahoo Finance via yfinance
2024-02-07,^GSPC,4973.049805,4999.890137,4969.049805,4995.060059,4995.060059,4895590000,Yahoo Finance via yfinance
2024-02-08,^GSPC,4995.160156,5000.399902,4987.089844,4997.910156,4997.910156,4341860000,Yahoo Finance via yfinance
2024-02-09,^GSPC,5004.169922,5030.060059,5000.339844,5026.609863,5026.609863,3912990000,Yahoo Finance via yfinance
2024-02-12,^GSPC,5026.830078,5048.390137,5016.830078,5021.839844,5021.839844,3805740000,Yahoo Finance via yfinance
2024-02-13,^GSPC,4967.939941,4971.299805,4920.310059,4953.169922,4953.169922,4302190000,Yahoo Finance via yfinance
2024-02-14,^GSPC,4976.439941,5002.520020,4956.450195,5000.620117,5000.620117,3845600000,Yahoo Finance via yfinance
2024-02-15,^GSPC,5003.140137,5032.720215,4999.439941,5029.729980,5029.729980,4137970000,Yahoo Finance via yfinance
2024-02-16,^GSPC,5031.129883,5038.700195,4999.520020,5005.569824,5005.569824,3833270000,Yahoo Finance via yfinance
2024-02-20,^GSPC,4989.319824,4993.709961,4955.020020,4975.509766,4975.509766,4034880000,Yahoo Finance via yfinance
2024-02-21,^GSPC,4963.029785,4983.209961,4946.000000,4981.799805,4981.799805,3788390000,Yahoo Finance via yfinance
2024-02-22,^GSPC,5038.830078,5094.390137,5038.830078,5087.029785,5087.029785,4051710000,Yahoo Finance via yfinance
2024-02-23,^GSPC,5100.919922,5111.060059,5081.459961,5088.799805,5088.799805,3672790000,Yahoo Finance via yfinance
2024-02-26,^GSPC,5093.000000,5097.660156,5068.910156,5069.529785,5069.529785,3683930000,Yahoo Finance via yfinance
2024-02-27,^GSPC,5074.600098,5080.689941,5057.290039,5078.180176,5078.180176,3925950000,Yahoo Finance via yfinance
2024-02-28,^GSPC,5067.200195,5077.370117,5058.350098,5069.759766,5069.759766,3789370000,Yahoo Finance via yfinance
2024-02-29,^GSPC,5085.359863,5104.990234,5061.890137,5096.270020,5096.270020,5219740000,Yahoo Finance via yfinance
2024-03-01,^GSPC,5098.509766,5140.330078,5094.160156,5137.080078,5137.080078,4748110000,Yahoo Finance via yfinance
2024-03-04,^GSPC,5130.990234,5149.669922,5127.180176,5130.950195,5130.950195,4758440000,Yahoo Finance via yfinance
2024-03-05,^GSPC,5110.520020,5114.540039,5056.819824,5078.649902,5078.649902,4418410000,Yahoo Finance via yfinance
2024-03-06,^GSPC,5108.029785,5127.970215,5092.220215,5104.759766,5104.759766,4559050000,Yahoo Finance via yfinance
2024-03-07,^GSPC,5132.379883,5165.620117,5128.209961,5157.359863,5157.359863,4137980000,Yahoo Finance via yfinance
2024-03-08,^GSPC,5164.459961,5189.259766,5117.500000,5123.689941,5123.689941,4208870000,Yahoo Finance via yfinance
2024-03-11,^GSPC,5111.959961,5124.660156,5091.140137,5117.939941,5117.939941,3896430000,Yahoo Finance via yfinance
2024-03-12,^GSPC,5134.299805,5179.870117,5114.479980,5175.270020,5175.270020,4080510000,Yahoo Finance via yfinance
2024-03-13,^GSPC,5173.490234,5179.140137,5151.879883,5165.310059,5165.310059,4282890000,Yahoo Finance via yfinance
2024-03-14,^GSPC,5175.140137,5176.850098,5123.299805,5150.479980,5150.479980,4687970000,Yahoo Finance via yfinance
2024-03-15,^GSPC,5123.310059,5136.859863,5104.350098,5117.089844,5117.089844,7753670000,Yahoo Finance via yfinance
2024-03-18,^GSPC,5154.770020,5175.600098,5145.470215,5149.419922,5149.419922,4036220000,Yahoo Finance via yfinance
2024-03-19,^GSPC,5139.089844,5180.310059,5131.589844,5178.509766,5178.509766,4031760000,Yahoo Finance via yfinance
2024-03-20,^GSPC,5181.689941,5226.189941,5171.549805,5224.620117,5224.620117,4064850000,Yahoo Finance via yfinance
2024-03-21,^GSPC,5253.430176,5261.100098,5240.660156,5241.529785,5241.529785,4207730000,Yahoo Finance via yfinance
2024-03-22,^GSPC,5242.479980,5246.089844,5229.870117,5234.180176,5234.180176,3374700000,Yahoo Finance via yfinance
2024-03-25,^GSPC,5219.520020,5229.089844,5216.089844,5218.189941,5218.189941,3331360000,Yahoo Finance via yfinance
2024-03-26,^GSPC,5228.850098,5235.160156,5203.419922,5203.580078,5203.580078,3871790000,Yahoo Finance via yfinance
2024-03-27,^GSPC,5226.310059,5249.259766,5213.919922,5248.490234,5248.490234,3850500000,Yahoo Finance via yfinance
2024-03-28,^GSPC,5248.029785,5264.850098,5245.819824,5254.350098,5254.350098,3998270000,Yahoo Finance via yfinance
2024-04-01,^GSPC,5257.970215,5263.950195,5229.200195,5243.770020,5243.770020,3325930000,Yahoo Finance via yfinance
2024-04-02,^GSPC,5204.290039,5208.339844,5184.049805,5205.810059,5205.810059,3886590000,Yahoo Finance via yfinance
2024-04-03,^GSPC,5194.370117,5228.750000,5194.370117,5211.490234,5211.490234,3703250000,Yahoo Finance via yfinance
2024-04-04,^GSPC,5244.049805,5256.589844,5146.060059,5147.209961,5147.209961,4075680000,Yahoo Finance via yfinance
2024-04-05,^GSPC,5158.950195,5222.180176,5157.209961,5204.339844,5204.339844,3386780000,Yahoo Finance via yfinance
2024-04-08,^GSPC,5211.370117,5219.569824,5197.350098,5202.390137,5202.390137,3278180000,Yahoo Finance via yfinance
2024-04-09,^GSPC,5217.029785,5224.810059,5160.779785,5209.910156,5209.910156,3400680000,Yahoo Finance via yfinance
2024-04-10,^GSPC,5167.879883,5178.430176,5138.700195,5160.640137,5160.640137,3845930000,Yahoo Finance via yfinance
2024-04-11,^GSPC,5172.950195,5211.779785,5138.770020,5199.060059,5199.060059,3509380000,Yahoo Finance via yfinance
2024-04-12,^GSPC,5171.509766,5175.029785,5107.939941,5123.410156,5123.410156,3963220000,Yahoo Finance via yfinance
2024-04-15,^GSPC,5149.669922,5168.430176,5052.470215,5061.819824,5061.819824,3950210000,Yahoo Finance via yfinance
2024-04-16,^GSPC,5064.589844,5079.839844,5039.830078,5051.410156,5051.410156,4006200000,Yahoo Finance via yfinance
2024-04-17,^GSPC,5068.970215,5077.959961,5007.250000,5022.209961,5022.209961,3596130000,Yahoo Finance via yfinance
2024-04-18,^GSPC,5031.520020,5056.660156,5001.890137,5011.120117,5011.120117,3619760000,Yahoo Finance via yfinance
2024-04-19,^GSPC,5005.439941,5019.020020,4953.560059,4967.229980,4967.229980,3878750000,Yahoo Finance via yfinance
2024-04-22,^GSPC,4987.330078,5038.839844,4969.399902,5010.600098,5010.600098,3820250000,Yahoo Finance via yfinance
2024-04-23,^GSPC,5028.850098,5076.120117,5027.959961,5070.549805,5070.549805,3751400000,Yahoo Finance via yfinance
2024-04-24,^GSPC,5084.859863,5089.479980,5047.020020,5071.629883,5071.629883,3656740000,Yahoo Finance via yfinance
2024-04-25,^GSPC,5019.879883,5057.750000,4990.580078,5048.419922,5048.419922,3958050000,Yahoo Finance via yfinance
2024-04-26,^GSPC,5084.649902,5114.620117,5073.140137,5099.959961,5099.959961,3604140000,Yahoo Finance via yfinance
2024-04-29,^GSPC,5114.129883,5123.490234,5088.649902,5116.169922,5116.169922,3447450000,Yahoo Finance via yfinance
2024-04-30,^GSPC,5103.779785,5110.830078,5035.310059,5035.689941,5035.689941,4082470000,Yahoo Finance via yfinance
2024-05-01,^GSPC,5029.029785,5096.120117,5013.450195,5018.390137,5018.390137,4544170000,Yahoo Finance via yfinance
2024-05-02,^GSPC,5049.319824,5073.209961,5011.049805,5064.200195,5064.200195,4381660000,Yahoo Finance via yfinance
2024-05-03,^GSPC,5122.779785,5139.120117,5101.220215,5127.790039,5127.790039,3924990000,Yahoo Finance via yfinance
2024-05-06,^GSPC,5142.419922,5181.000000,5142.419922,5180.740234,5180.740234,3683250000,Yahoo Finance via yfinance
2024-05-07,^GSPC,5187.200195,5200.229980,5178.959961,5187.700195,5187.700195,3987890000,Yahoo Finance via yfinance
2024-05-08,^GSPC,5168.979980,5191.950195,5165.859863,5187.669922,5187.669922,3842100000,Yahoo Finance via yfinance
2024-05-09,^GSPC,5189.029785,5215.299805,5180.410156,5214.080078,5214.080078,3727370000,Yahoo Finance via yfinance
2024-05-10,^GSPC,5225.490234,5239.660156,5209.680176,5222.680176,5222.680176,3617900000,Yahoo Finance via yfinance
2024-05-13,^GSPC,5233.080078,5237.259766,5211.160156,5221.419922,5221.419922,4255710000,Yahoo Finance via yfinance
2024-05-14,^GSPC,5221.100098,5250.370117,5217.979980,5246.680176,5246.680176,4763580000,Yahoo Finance via yfinance
2024-05-15,^GSPC,5263.259766,5311.759766,5263.259766,5308.149902,5308.149902,4360810000,Yahoo Finance via yfinance
2024-05-16,^GSPC,5310.069824,5325.490234,5296.189941,5297.100098,5297.100098,3817470000,Yahoo Finance via yfinance
2024-05-17,^GSPC,5303.100098,5305.450195,5283.589844,5303.270020,5303.270020,3578120000,Yahoo Finance via yfinance
2024-05-20,^GSPC,5305.350098,5325.319824,5302.399902,5308.129883,5308.129883,3420100000,Yahoo Finance via yfinance
2024-05-21,^GSPC,5298.689941,5324.319824,5297.870117,5321.410156,5321.410156,3662240000,Yahoo Finance via yfinance
2024-05-22,^GSPC,5319.279785,5323.180176,5286.009766,5307.009766,5307.009766,3847130000,Yahoo Finance via yfinance
2024-05-23,^GSPC,5340.259766,5341.879883,5256.930176,5267.839844,5267.839844,3869520000,Yahoo Finance via yfinance
2024-05-24,^GSPC,5281.450195,5311.649902,5278.390137,5304.720215,5304.720215,3005510000,Yahoo Finance via yfinance
2024-05-28,^GSPC,5315.910156,5315.910156,5280.890137,5306.040039,5306.040039,3751540000,Yahoo Finance via yfinance
2024-05-29,^GSPC,5278.729980,5282.270020,5262.700195,5266.950195,5266.950195,3552750000,Yahoo Finance via yfinance
2024-05-30,^GSPC,5259.770020,5260.209961,5222.100098,5235.479980,5235.479980,3818750000,Yahoo Finance via yfinance
2024-05-31,^GSPC,5243.209961,5280.330078,5191.680176,5277.509766,5277.509766,5437160000,Yahoo Finance via yfinance
2024-06-03,^GSPC,5297.149902,5302.109863,5234.319824,5283.399902,5283.399902,4046920000,Yahoo Finance via yfinance
2024-06-04,^GSPC,5278.240234,5298.799805,5257.629883,5291.339844,5291.339844,3707900000,Yahoo Finance via yfinance
2024-06-05,^GSPC,5314.479980,5354.160156,5297.640137,5354.029785,5354.029785,3591460000,Yahoo Finance via yfinance
2024-06-06,^GSPC,5357.799805,5362.350098,5335.359863,5352.959961,5352.959961,3609990000,Yahoo Finance via yfinance
2024-06-07,^GSPC,5343.810059,5375.080078,5331.330078,5346.990234,5346.990234,3692760000,Yahoo Finance via yfinance
2024-06-10,^GSPC,5341.220215,5365.790039,5331.520020,5360.790039,5360.790039,3622280000,Yahoo Finance via yfinance
2024-06-11,^GSPC,5353.000000,5375.950195,5327.250000,5375.319824,5375.319824,3568030000,Yahoo Finance via yfinance
2024-06-12,^GSPC,5409.129883,5447.250000,5409.129883,5421.029785,5421.029785,3962840000,Yahoo Finance via yfinance
2024-06-13,^GSPC,5441.930176,5441.930176,5402.509766,5433.740234,5433.740234,3530380000,Yahoo Finance via yfinance
2024-06-14,^GSPC,5424.080078,5432.390137,5403.750000,5431.600098,5431.600098,3438650000,Yahoo Finance via yfinance
2024-06-17,^GSPC,5431.109863,5488.500000,5420.399902,5473.229980,5473.229980,3447840000,Yahoo Finance via yfinance
2024-06-18,^GSPC,5476.149902,5490.379883,5471.319824,5487.029785,5487.029785,3544330000,Yahoo Finance via yfinance
2024-06-20,^GSPC,5499.990234,5505.529785,5455.560059,5473.169922,5473.169922,3847060000,Yahoo Finance via yfinance
2024-06-21,^GSPC,5466.770020,5478.310059,5452.029785,5464.620117,5464.620117,6773800000,Yahoo Finance via yfinance
2024-06-24,^GSPC,5459.580078,5490.660156,5447.589844,5447.870117,5447.870117,3696750000,Yahoo Finance via yfinance
2024-06-25,^GSPC,5460.729980,5472.879883,5446.560059,5469.299805,5469.299805,3591960000,Yahoo Finance via yfinance
2024-06-26,^GSPC,5460.709961,5483.140137,5451.870117,5477.899902,5477.899902,3563920000,Yahoo Finance via yfinance
2024-06-27,^GSPC,5473.589844,5490.810059,5467.540039,5482.870117,5482.870117,3589530000,Yahoo Finance via yfinance
2024-06-28,^GSPC,5488.479980,5523.640137,5451.120117,5460.479980,5460.479980,7199220000,Yahoo Finance via yfinance
2024-07-01,^GSPC,5471.080078,5479.549805,5446.529785,5475.089844,5475.089844,3488760000,Yahoo Finance via yfinance
2024-07-02,^GSPC,5461.839844,5509.689941,5458.430176,5509.009766,5509.009766,3329950000,Yahoo Finance via yfinance
2024-07-03,^GSPC,5507.439941,5539.270020,5507.419922,5537.020020,5537.020020,2179470000,Yahoo Finance via yfinance
2024-07-05,^GSPC,5537.910156,5570.330078,5531.629883,5567.189941,5567.189941,3253080000,Yahoo Finance via yfinance
2024-07-08,^GSPC,5572.750000,5583.109863,5562.509766,5572.850098,5572.850098,3185670000,Yahoo Finance via yfinance
2024-07-09,^GSPC,5584.240234,5590.750000,5574.569824,5576.979980,5576.979980,3232920000,Yahoo Finance via yfinance
2024-07-10,^GSPC,5591.259766,5635.390137,5586.439941,5633.910156,5633.910156,3336100000,Yahoo Finance via yfinance
2024-07-11,^GSPC,5635.209961,5642.450195,5576.529785,5584.540039,5584.540039,4020950000,Yahoo Finance via yfinance
2024-07-12,^GSPC,5590.759766,5655.560059,5590.439941,5615.350098,5615.350098,3700280000,Yahoo Finance via yfinance
2024-07-15,^GSPC,5638.160156,5666.939941,5614.750000,5631.220215,5631.220215,3620470000,Yahoo Finance via yfinance
2024-07-16,^GSPC,5644.089844,5669.669922,5639.020020,5667.200195,5667.200195,4041760000,Yahoo Finance via yfinance
2024-07-17,^GSPC,5610.069824,5622.490234,5584.810059,5588.270020,5588.270020,4246450000,Yahoo Finance via yfinance
2024-07-18,^GSPC,5608.560059,5614.049805,5522.810059,5544.589844,5544.589844,4007510000,Yahoo Finance via yfinance
2024-07-19,^GSPC,5543.370117,5557.500000,5497.040039,5505.000000,5505.000000,3760570000,Yahoo Finance via yfinance
2024-07-22,^GSPC,5544.540039,5570.359863,5529.040039,5564.410156,5564.410156,3375180000,Yahoo Finance via yfinance
2024-07-23,^GSPC,5565.299805,5585.339844,5550.899902,5555.740234,5555.740234,3500210000,Yahoo Finance via yfinance
2024-07-24,^GSPC,5505.839844,5508.040039,5419.979980,5427.129883,5427.129883,3945550000,Yahoo Finance via yfinance
2024-07-25,^GSPC,5428.700195,5491.589844,5390.950195,5399.220215,5399.220215,4592120000,Yahoo Finance via yfinance
2024-07-26,^GSPC,5433.669922,5488.319824,5430.700195,5459.100098,5459.100098,3638770000,Yahoo Finance via yfinance
2024-07-29,^GSPC,5476.549805,5487.740234,5444.439941,5463.540039,5463.540039,3379970000,Yahoo Finance via yfinance
2024-07-30,^GSPC,5478.729980,5489.459961,5401.700195,5436.439941,5436.439941,3777740000,Yahoo Finance via yfinance
2024-07-31,^GSPC,5505.589844,5551.509766,5493.750000,5522.299805,5522.299805,4546910000,Yahoo Finance via yfinance
2024-08-01,^GSPC,5537.839844,5566.160156,5410.419922,5446.680176,5446.680176,4703620000,Yahoo Finance via yfinance
2024-08-02,^GSPC,5376.629883,5383.890137,5302.029785,5346.560059,5346.560059,5156450000,Yahoo Finance via yfinance
2024-08-05,^GSPC,5151.140137,5250.890137,5119.259766,5186.330078,5186.330078,5333250000,Yahoo Finance via yfinance
2024-08-06,^GSPC,5206.419922,5312.339844,5193.560059,5240.029785,5240.029785,4690190000,Yahoo Finance via yfinance
2024-08-07,^GSPC,5293.129883,5330.640137,5195.540039,5199.500000,5199.500000,4558260000,Yahoo Finance via yfinance
2024-08-08,^GSPC,5252.569824,5328.029785,5233.850098,5319.310059,5319.310059,4016830000,Yahoo Finance via yfinance
2024-08-09,^GSPC,5314.660156,5358.669922,5300.839844,5344.160156,5344.160156,3516400000,Yahoo Finance via yfinance
2024-08-12,^GSPC,5351.879883,5371.200195,5324.370117,5344.390137,5344.390137,3360160000,Yahoo Finance via yfinance
2024-08-13,^GSPC,5376.979980,5436.500000,5376.979980,5434.430176,5434.430176,3648980000,Yahoo Finance via yfinance
2024-08-14,^GSPC,5442.359863,5463.220215,5415.910156,5455.209961,5455.209961,3380050000,Yahoo Finance via yfinance
2024-08-15,^GSPC,5501.129883,5546.229980,5501.129883,5543.220215,5543.220215,3723310000,Yahoo Finance via yfinance
2024-08-16,^GSPC,5530.500000,5561.979980,5525.169922,5554.250000,5554.250000,3357690000,Yahoo Finance via yfinance
2024-08-19,^GSPC,5557.229980,5608.299805,5550.740234,5608.250000,5608.250000,3222050000,Yahoo Finance via yfinance
2024-08-20,^GSPC,5602.879883,5620.509766,5585.500000,5597.120117,5597.120117,2994420000,Yahoo Finance via yfinance
2024-08-21,^GSPC,5603.089844,5632.680176,5591.569824,5620.850098,5620.850098,3119670000,Yahoo Finance via yfinance
2024-08-22,^GSPC,5637.770020,5643.220215,5560.950195,5570.640137,5570.640137,2981530000,Yahoo Finance via yfinance
2024-08-23,^GSPC,5602.490234,5641.819824,5585.160156,5634.609863,5634.609863,3291940000,Yahoo Finance via yfinance
2024-08-26,^GSPC,5639.660156,5651.620117,5602.339844,5616.839844,5616.839844,2938570000,Yahoo Finance via yfinance
2024-08-27,^GSPC,5602.890137,5631.180176,5593.479980,5625.799805,5625.799805,2798990000,Yahoo Finance via yfinance
2024-08-28,^GSPC,5624.509766,5627.029785,5560.950195,5592.180176,5592.180176,3053450000,Yahoo Finance via yfinance
2024-08-29,^GSPC,5607.299805,5646.950195,5583.709961,5591.959961,5591.959961,3065640000,Yahoo Finance via yfinance
2024-08-30,^GSPC,5612.740234,5651.370117,5581.790039,5648.399902,5648.399902,4185850000,Yahoo Finance via yfinance
2024-09-03,^GSPC,5623.890137,5623.890137,5504.330078,5528.930176,5528.930176,3866350000,Yahoo Finance via yfinance
2024-09-04,^GSPC,5506.680176,5552.990234,5503.660156,5520.069824,5520.069824,3478140000,Yahoo Finance via yfinance
2024-09-05,^GSPC,5520.080078,5546.299805,5480.540039,5503.410156,5503.410156,3521650000,Yahoo Finance via yfinance
2024-09-06,^GSPC,5507.330078,5522.470215,5402.620117,5408.419922,5408.419922,3822800000,Yahoo Finance via yfinance
2024-09-09,^GSPC,5442.069824,5484.200195,5434.490234,5471.049805,5471.049805,3825940000,Yahoo Finance via yfinance
2024-09-10,^GSPC,5490.509766,5497.910156,5441.720215,5495.520020,5495.520020,3848180000,Yahoo Finance via yfinance
2024-09-11,^GSPC,5496.419922,5560.410156,5406.959961,5554.129883,5554.129883,3839450000,Yahoo Finance via yfinance
2024-09-12,^GSPC,5557.479980,5600.709961,5535.500000,5595.759766,5595.759766,3655070000,Yahoo Finance via yfinance
2024-09-13,^GSPC,5603.339844,5636.270020,5601.649902,5626.020020,5626.020020,3500790000,Yahoo Finance via yfinance
2024-09-16,^GSPC,5615.209961,5636.049805,5604.529785,5633.089844,5633.089844,3437070000,Yahoo Finance via yfinance
2024-09-17,^GSPC,5655.509766,5670.810059,5614.049805,5634.580078,5634.580078,3443600000,Yahoo Finance via yfinance
2024-09-18,^GSPC,5641.680176,5689.750000,5615.080078,5618.259766,5618.259766,3691390000,Yahoo Finance via yfinance
